,DUSSELDORF_cloud_cover,DUSSELDORF_wind_speed,DUSSELDORF_humidity,DUSSELDORF_pressure,DUSSELDORF_global_radiation,DUSSELDORF_precipitation,DUSSELDORF_snow_depth,DUSSELDORF_sunshine,DUSSELDORF_temp_mean,DUSSELDORF_temp_min,DUSSELDORF_temp_max
8518,6,4.7,0.66,1.013,1.94,0.48,0,6.6,12.0,9.6,17.8
8519,5,3.1,0.76,1.0148,1.89,0.11,0,6.2,11.2,9.2,17.0
8520,4,2.6,0.52,1.011,2.63,0.03,0,11.6,14.6,6.5,19.2
8521,7,4.5,0.83,0.9991,1.36,0.85,0,2.8,12.3,11.8,16.4
8522,5,5.2,0.62,1.004,1.82,0.1,0,5.5,10.5,8.2,15.9
8523,7,6.4,0.82,1.0084,0.83,0.33,0,0.4,9.6,7.6,11.2
8524,4,2.8,0.74,1.0138,1.9,0.0,0,5.9,9.9,7.4,14.6
8525,4,2.1,0.65,1.0194,2.59,0.0,0,10.8,11.8,2.0,17.2
8526,7,3.6,0.51,1.0166,1.71,0.1,0,4.6,16.4,5.8,19.7
8527,7,3.7,0.84,1.0104,0.66,1.16,0,0.0,12.0,11.2,17.0
8528,6,3.3,0.73,1.0066,1.72,0.15,0,4.6,12.8,10.6,17.6
8529,6,5.0,0.6,1.0046,1.86,0.23,0,5.4,14.6,10.4,18.1
8530,7,5.1,0.72,1.0015,1.83,0.11,0,5.2,9.8,7.8,15.3
8531,5,5.9,0.66,0.9963,1.64,0.2,0,4.0,10.9,7.9,13.6
8532,5,5.8,0.73,0.999,0.68,0.65,0,0.0,11.5,8.7,13.9
8533,6,4.9,0.69,1.0092,1.45,0.0,0,2.9,12.2,9.0,16.6
8534,5,3.2,0.68,1.0109,2.19,0.04,0,7.3,14.0,8.6,18.3
8535,6,3.4,0.73,1.0073,1.28,0.08,0,2.0,14.6,8.6,20.0
8536,7,2.2,0.92,1.0068,1.33,1.05,0,2.2,12.9,9.4,15.0
8537,7,1.9,0.77,1.0113,1.13,0.69,0,1.3,12.5,11.5,15.5
8538,7,4.0,0.82,1.0126,2.2,0.64,0,7.2,11.8,10.9,17.1
8539,5,4.3,0.7,1.0133,1.92,0.12,0,5.4,12.8,10.8,17.6
8540,6,2.9,0.71,1.0105,2.21,0.51,0,7.2,14.2,9.2,20.8
8541,8,2.8,0.92,1.0042,0.71,0.94,0,0.0,11.8,11.3,13.5
8542,3,2.3,0.65,1.0129,2.36,0.0,0,8.1,12.9,8.6,17.2
8543,7,2.1,0.76,1.0152,1.67,0.86,0,3.8,11.9,5.4,17.0
8544,8,5.4,0.94,1.0106,0.72,0.52,0,0.0,10.4,9.3,11.2
8545,8,5.6,0.94,1.0108,0.72,1.32,0,0.0,9.8,9.1,10.7
8546,8,5.0,0.95,1.0131,0.72,1.57,0,0.0,9.2,8.7,9.7
8547,7,3.6,0.8,1.0165,0.73,0.02,0,0.0,9.6,7.5,11.4
8548,8,4.3,0.79,1.0128,1.04,1.05,0,0.8,9.9,6.5,12.3
8549,7,3.8,0.88,1.0089,0.95,0.56,0,0.5,10.0,8.2,13.3
8550,6,1.7,0.78,1.0134,1.66,0.0,0,3.6,12.5,8.0,17.6
8551,4,3.3,0.55,1.0155,2.84,0.0,0,11.2,17.9,9.0,23.9
8552,5,5.1,0.5,1.0126,2.29,0.0,0,7.2,22.3,17.0,25.6
8553,4,5.5,0.64,1.0185,2.47,0.02,0,8.4,16.5,13.6,21.8
8554,5,2.0,0.69,1.0232,2.07,0.0,0,5.7,17.0,11.6,22.1
8555,7,3.8,0.56,1.0222,2.42,0.91,0,8.0,21.2,13.5,29.6
8556,4,2.2,0.75,1.0228,2.37,0.26,0,7.6,17.0,13.5,21.0
8557,0,5.4,0.62,1.0245,3.22,0.0,0,14.0,14.5,10.9,19.4
8558,2,3.6,0.47,1.0232,3.31,0.0,0,14.7,19.2,8.6,24.6
8559,7,3.7,0.56,1.0194,2.37,1.2,0,7.6,22.0,16.4,29.3
8560,4,3.1,0.75,1.0224,2.18,0.0,0,6.3,17.8,15.8,22.2
8561,5,2.4,0.79,1.0206,0.96,0.0,0,0.4,15.0,13.5,19.6
8562,4,3.4,0.61,1.016,2.79,0.0,0,10.5,18.0,11.5,22.4
8563,5,1.5,0.61,1.0165,2.83,0.07,0,10.8,18.7,15.8,23.2
8564,7,2.8,0.77,1.0202,0.88,0.01,0,0.2,16.4,13.6,19.9
8565,5,3.5,0.69,1.022,1.85,0.0,0,4.3,14.6,10.2,20.3
8566,3,4.1,0.64,1.0264,2.49,0.03,0,8.3,12.4,8.6,17.6
8567,7,3.1,0.67,1.0295,1.55,0.0,0,2.7,12.4,7.8,16.0
8568,4,3.2,0.64,1.0277,2.78,0.01,0,10.4,12.4,4.9,16.7
8569,4,3.7,0.67,1.0286,1.98,0.0,0,5.0,15.2,10.2,19.6
8570,2,3.9,0.61,1.0251,3.25,0.0,0,14.0,17.4,11.5,22.7
8571,1,4.1,0.49,1.0211,3.39,0.0,0,15.2,20.4,13.0,26.2
8572,3,2.5,0.52,1.0184,2.96,0.0,0,13.0,23.2,13.1,28.6
8573,2,2.0,0.55,1.0164,3.03,0.0,0,12.3,24.4,14.9,30.1
8574,1,1.8,0.46,1.0145,3.03,0.0,0,12.3,24.8,17.0,30.7
8575,5,2.1,0.68,1.0154,2.42,0.02,0,7.8,21.1,17.5,28.7
8576,4,1.6,0.68,1.0176,1.87,0.03,0,4.4,21.5,16.6,26.1
8577,7,1.7,0.78,1.016,1.38,0.12,0,1.9,19.4,14.9,24.2
8578,8,3.2,0.78,1.0126,1.21,0.17,0,1.2,15.4,14.5,19.1
8579,5,3.9,0.64,1.0165,2.23,0.03,0,6.6,15.5,8.4,19.2
8580,7,4.1,0.76,1.0135,0.75,0.35,0,0.0,17.2,12.7,19.1
8581,8,3.5,0.89,1.0103,1.03,2.56,0,0.6,16.0,14.9,20.3
8582,5,2.3,0.72,1.0185,1.74,0.0,0,3.7,15.4,12.6,18.9
8583,6,3.0,0.71,1.023,2.08,0.0,0,5.7,17.5,11.3,22.6
8584,4,1.5,0.68,1.0223,2.56,0.0,0,8.9,19.3,15.8,25.0
8585,1,2.2,0.6,1.0217,2.92,0.0,0,11.6,21.0,12.5,26.0
8586,1,2.0,0.61,1.02,2.8,0.0,0,10.7,22.6,13.5,28.8
8587,2,1.8,0.6,1.0163,1.96,0.1,0,5.0,23.6,16.4,29.7
8588,5,1.3,0.72,1.0151,2.02,0.01,0,5.4,23.2,18.7,27.0
8589,4,1.3,0.71,1.0162,2.24,0.07,0,6.8,24.0,17.9,29.1
8590,6,1.4,0.78,1.019,1.16,0.0,0,1.1,23.4,20.1,28.8
8591,2,1.1,0.55,1.0194,3.08,0.0,0,13.1,25.1,16.7,32.8
8592,2,1.5,0.54,1.02,2.88,0.0,0,11.5,25.4,16.2,33.3
8593,1,2.4,0.57,1.0203,3.12,0.0,0,13.5,26.1,17.0,31.9
8594,5,4.2,0.68,1.0207,2.16,0.0,0,6.4,18.9,16.4,24.9
8595,4,1.9,0.68,1.0212,2.1,0.0,0,6.1,17.1,13.2,21.8
8596,1,2.9,0.62,1.0174,2.4,0.0,0,8.1,24.2,13.0,29.8
8597,1,2.3,0.62,1.0151,2.81,0.0,0,11.2,25.9,20.3,31.9
8598,2,3.4,0.53,1.014,2.73,0.26,0,10.6,24.9,17.5,35.7
8599,3,3.1,0.84,1.0162,2.19,0.33,0,6.8,21.1,18.6,27.7
8600,5,1.7,0.82,1.0199,1.05,0.05,0,0.8,20.2,16.7,24.3
8601,5,4.0,0.59,1.0249,2.76,0.0,0,11.0,15.8,13.2,20.2
8602,3,1.6,0.62,1.0256,3.05,0.0,0,13.4,16.0,8.6,21.6
8603,3,2.3,0.5,1.0185,3.04,0.0,0,13.4,22.3,9.8,29.3
8604,4,2.1,0.56,1.0131,2.58,0.0,0,9.8,24.6,14.6,31.1
8605,6,2.0,0.8,1.0116,1.71,0.38,0,4.0,20.2,18.7,24.8
8606,2,1.8,0.64,1.0154,2.87,0.0,0,12.2,23.0,13.6,29.3
8607,3,3.4,0.56,1.0138,2.49,0.0,0,9.3,26.6,17.4,34.3
8608,6,2.9,0.71,1.0175,1.07,0.85,0,1.0,23.2,18.8,27.1
8609,5,4.5,0.74,1.0215,1.99,0.0,0,5.9,19.9,16.6,23.8
8610,5,2.3,0.74,1.0228,1.36,0.0,0,2.3,20.3,14.7,25.0
8611,1,1.4,0.72,1.0202,2.95,0.0,0,13.3,21.2,13.5,27.7
8612,2,3.1,0.42,1.0127,2.62,0.0,0,10.6,29.0,14.4,34.5
8613,7,6.3,0.67,1.0065,1.76,0.25,0,4.6,21.3,17.4,30.2
8614,4,4.0,0.7,1.0144,2.09,0.05,0,6.8,15.1,13.3,21.2
8615,3,3.3,0.63,1.0225,2.31,0.0,0,8.5,16.4,10.1,21.4
8616,6,3.1,0.75,1.0236,0.66,0.03,0,0.0,16.4,11.5,19.3
8617,8,4.8,0.76,1.0212,0.98,0.07,0,0.8,16.0,14.1,19.9
8618,8,3.9,0.93,1.0206,0.65,0.97,0,0.0,14.6,13.3,15.1
8619,3,2.6,0.78,1.0222,2.21,0.0,0,8.0,18.0,13.8,24.1
8620,1,2.6,0.68,1.0242,2.64,0.0,0,11.5,21.4,12.0,27.7
8621,0,3.2,0.65,1.023,2.76,0.0,0,12.6,22.3,14.2,28.5
8622,1,2.6,0.63,1.0179,2.64,0.0,0,11.7,22.3,15.2,28.8
8623,2,2.9,0.72,1.0149,2.06,0.0,0,7.2,20.0,13.4,27.0
8624,3,3.4,0.69,1.0128,2.13,0.0,0,7.8,18.2,12.3,23.7
8625,6,4.3,0.68,1.0165,1.41,0.0,0,3.1,16.5,12.4,20.7
8626,7,1.1,0.73,1.0219,0.61,0.0,0,0.0,16.4,11.6,19.5
8627,0,2.4,0.62,1.0186,2.67,0.0,0,12.5,19.0,12.3,26.6
8628,4,3.6,0.65,1.014,1.59,0.0,0,4.3,21.2,15.5,25.6
8629,6,2.0,0.74,1.0165,1.43,0.0,0,3.4,20.0,14.4,23.5
8630,3,1.6,0.74,1.0195,1.58,0.0,0,4.4,21.8,18.4,26.5
8631,0,2.0,0.62,1.017,2.56,0.0,0,12.1,23.8,14.9,32.2
8632,1,2.7,0.56,1.017,2.47,0.09,0,11.4,25.0,20.0,30.7
8633,5,2.0,0.79,1.0175,1.52,0.05,0,4.2,21.7,18.0,27.1
8634,2,1.6,0.69,1.0193,2.39,0.0,0,11.0,21.8,16.1,28.1
8635,6,1.9,0.71,1.0191,1.99,1.42,0,7.7,21.4,15.7,28.6
8636,1,3.5,0.69,1.0177,2.17,0.0,0,9.3,22.5,16.8,26.8
8637,0,3.9,0.65,1.0186,2.3,0.0,0,10.6,22.8,15.7,29.3
8638,0,3.4,0.66,1.0205,2.29,0.0,0,10.6,21.3,16.0,26.7
8639,0,3.1,0.68,1.0216,2.43,0.0,0,12.0,19.3,13.4,26.0
8640,5,4.0,0.67,1.0224,1.7,0.0,0,6.0,18.0,12.7,22.8
8641,3,3.6,0.62,1.0217,2.29,0.0,0,11.0,17.4,14.0,22.6
8642,0,2.0,0.59,1.02,2.4,0.0,0,12.2,20.0,10.4,27.5
8643,0,2.7,0.48,1.0146,2.39,0.0,0,12.3,21.7,13.6,30.0
8644,7,4.5,0.7,1.0089,1.09,0.0,0,2.4,21.2,19.2,23.6
8645,6,5.4,0.59,1.0096,1.33,0.04,0,4.1,20.2,17.3,23.7
8646,7,9.9,0.75,1.0082,1.21,0.01,0,3.3,15.8,14.4,20.9
8647,7,7.5,0.66,1.0169,1.58,0.0,0,6.2,17.2,13.2,20.4
8648,4,6.5,0.64,1.0201,1.88,0.0,0,9.0,15.4,12.1,21.6
8649,7,4.3,0.64,1.0226,1.61,0.0,0,6.7,13.8,10.4,19.9
8650,2,4.3,0.64,1.0208,1.99,0.0,0,10.3,11.8,7.9,18.1
8651,7,5.0,0.52,1.0129,1.47,0.44,0,5.7,16.6,7.7,20.8
8652,7,4.2,0.82,1.0023,0.75,1.03,0,0.9,16.2,13.5,21.4
8653,5,5.5,0.75,0.999,0.87,0.4,0,1.6,15.7,13.8,19.7
8654,6,7.5,0.8,1.001,1.15,0.28,0,3.5,12.8,11.4,15.7
8655,8,8.7,0.88,1.007,0.64,0.28,0,0.5,12.0,11.1,14.1
8656,7,5.1,0.77,1.0151,1.17,0.47,0,3.8,12.8,10.7,16.5
8657,7,5.0,0.86,1.0133,0.45,0.32,0,0.0,15.2,11.6,16.7
8658,7,6.7,0.73,1.0034,1.03,0.03,0,2.9,17.4,14.1,20.7
8659,6,7.4,0.7,0.9988,1.36,0.03,0,5.7,14.5,12.7,18.5
8660,7,5.8,0.76,1.004,1.06,0.06,0,3.3,13.8,12.1,17.4
8661,8,5.3,0.72,1.0127,0.42,0.23,0,0.0,15.4,11.9,16.8
8662,7,3.7,0.79,1.016,0.67,0.01,0,0.9,14.8,12.1,17.7
8663,4,3.6,0.68,1.0232,1.55,0.0,0,8.1,14.5,11.1,19.6
8664,7,5.0,0.8,1.0138,0.5,0.31,0,0.2,14.5,10.8,15.8
8665,4,4.4,0.76,1.0217,1.45,0.0,0,7.4,12.7,10.0,18.2
8666,2,2.7,0.67,1.0276,1.71,0.0,0,10.3,15.7,6.3,21.1
8667,5,4.5,0.73,1.024,1.38,0.17,0,7.0,18.8,14.2,26.7
8668,2,1.9,0.78,1.0325,1.67,0.0,0,10.3,10.9,7.6,17.7
8669,0,1.4,0.69,1.0317,1.62,0.0,0,9.9,13.3,5.2,21.4
8670,0,1.7,0.68,1.0267,1.56,0.0,0,9.4,16.1,10.2,23.8
8671,5,2.6,0.8,1.0216,1.3,0.0,0,6.8,17.3,10.1,22.6
8672,2,2.1,0.75,1.0156,1.47,0.0,0,8.8,16.9,9.8,26.3
8673,8,2.3,0.86,1.0178,0.36,0.0,0,0.0,13.6,10.2,15.4
8674,4,3.8,0.64,1.0252,1.16,0.06,0,5.8,13.8,6.4,17.9
8675,6,4.2,0.86,1.0227,0.69,0.01,0,1.7,16.2,13.0,20.0
8676,5,4.2,0.79,1.0216,0.53,0.06,0,0.7,19.8,14.9,22.6
8677,4,5.4,0.65,1.0169,1.31,0.0,0,7.9,22.2,16.6,27.4
8678,2,5.6,0.62,1.0187,1.37,0.0,0,8.8,17.0,15.2,21.9
8679,6,4.9,0.8,1.0218,0.56,0.0,0,1.0,14.0,12.2,17.3
8680,7,5.4,0.69,1.0205,0.42,0.0,0,0.3,14.8,11.3,16.8
8681,8,6.7,0.81,1.0145,0.47,0.85,0,0.6,11.9,10.0,15.2
8682,7,5.2,0.8,1.0115,0.56,0.14,0,1.2,12.0,9.8,14.2
8683,6,6.9,0.81,1.0127,0.31,0.0,0,0.0,13.5,11.7,15.4
8684,4,6.0,0.82,1.0156,0.82,0.3,0,3.6,10.3,8.5,14.1
8685,7,5.8,0.72,1.0209,0.71,0.0,0,2.6,11.9,7.3,14.3
8686,5,6.7,0.53,1.0124,1.13,0.03,0,7.4,16.2,8.7,20.2
8687,4,5.8,0.62,1.0144,1.23,0.76,0,9.0,13.2,11.5,18.2
8688,7,8.1,0.65,1.0077,0.66,0.15,0,2.4,14.4,11.9,15.5
8689,5,9.0,0.76,0.9992,0.72,0.1,0,3.1,10.4,9.9,15.4
8690,6,7.1,0.81,1.0106,0.62,0.25,0,2.2,9.6,8.3,12.7
8691,8,6.0,0.86,1.0185,0.27,0.27,0,0.0,12.2,7.9,14.0
8692,6,5.7,0.83,1.0219,0.4,0.05,0,0.6,10.3,7.2,14.6
8693,5,3.4,0.73,1.0278,0.71,0.0,0,3.4,9.3,5.9,12.1
8694,2,1.4,0.84,1.0346,0.92,0.0,0,6.1,4.9,1.6,11.2
8695,1,0.9,0.8,1.0399,1.04,0.0,0,8.1,4.0,-1.1,12.6
8696,0,2.3,0.71,1.0316,1.13,0.0,0,9.6,5.8,-0.1,13.6
8697,5,2.1,0.84,1.0291,0.86,0.0,0,5.9,6.2,-3.5,11.8
8698,5,2.6,0.8,1.0312,0.79,0.01,0,5.1,7.0,-0.7,10.7
8699,4,3.5,0.83,1.0269,0.23,0.0,0,0.0,10.7,8.6,13.3
8700,3,3.2,0.73,1.0207,0.46,0.0,0,1.5,10.4,6.4,14.7
8701,4,2.8,0.9,1.0194,0.26,0.1,0,0.1,6.6,3.8,10.7
8702,1,1.3,0.84,1.0283,0.86,0.0,0,6.8,2.7,-0.8,9.4
8703,3,1.7,0.91,1.0265,0.76,0.02,0,5.4,1.7,-4.0,5.5
8704,7,3.8,0.82,1.0232,0.42,0.0,0,1.4,9.4,3.3,12.2
8705,7,4.3,0.74,1.0284,0.31,0.04,0,0.5,11.9,7.7,13.3
8706,5,2.3,0.95,1.0284,0.21,0.02,0,0.0,11.1,10.3,13.6
8707,2,3.9,0.8,1.0209,0.8,0.0,0,6.8,9.4,5.7,12.0
8708,3,4.0,0.74,1.0178,0.75,0.0,0,6.2,12.0,6.6,16.1
8709,4,2.0,0.81,1.0188,0.74,0.01,0,6.2,12.2,9.3,16.3
8710,2,2.6,0.84,1.0217,0.7,0.0,0,5.6,11.1,7.7,15.7
8711,0,3.7,0.83,1.0194,0.81,0.0,0,7.7,8.7,4.6,14.5
8712,2,5.1,0.67,1.0211,0.76,0.0,0,7.1,11.6,6.1,17.2
8713,3,1.8,0.7,1.0245,0.72,0.0,0,6.5,9.8,6.6,17.7
8714,5,1.7,0.7,1.0223,0.6,0.0,0,4.6,9.3,2.2,14.5
8715,6,2.5,0.82,1.0238,0.34,0.0,0,1.2,7.5,1.6,10.0
8716,1,2.3,0.69,1.0262,0.72,0.0,0,7.1,2.8,-0.8,8.8
8717,2,3.2,0.65,1.0273,0.72,0.0,0,7.3,0.9,-4.4,5.7
8718,0,2.9,0.63,1.0308,0.74,0.0,0,7.9,-2.0,-5.1,2.8
8719,8,2.4,0.88,1.0175,0.17,0.2,0,0.0,0.1,-8.1,2.0
8720,6,2.0,0.86,1.0119,0.42,0.14,0,2.6,5.2,1.7,8.3
8721,5,1.7,0.91,1.0163,0.16,0.03,0,0.0,4.2,1.6,7.4
8722,4,1.6,0.9,1.0226,0.25,0.07,0,0.6,1.2,-4.1,3.7
8723,8,2.5,0.88,1.0238,0.16,0.02,0,0.0,5.2,1.6,6.3
8724,7,3.3,0.81,1.0158,0.15,0.0,0,0.0,5.0,3.8,6.7
8725,3,2.7,0.8,1.0188,0.49,0.0,0,4.1,2.4,0.2,6.5
8726,4,1.5,0.84,1.0248,0.34,0.0,0,1.9,1.8,-4.1,4.3
8727,3,2.3,0.79,1.0254,0.56,0.0,0,5.7,2.2,-0.3,6.0
8728,5,5.6,0.73,1.0226,0.51,0.19,0,4.9,1.2,-1.8,2.8
8729,8,5.6,0.93,1.0144,0.14,0.86,0,0.0,10.6,1.6,13.1
8730,8,8.2,0.89,0.9982,0.14,2.33,0,0.0,12.5,12.0,14.2
8731,8,11.8,0.79,0.9771,0.14,0.92,0,0.0,10.6,8.4,15.9
8732,7,4.8,0.89,0.9998,0.14,0.7,0,0.0,7.9,6.7,10.2
8733,5,4.2,0.89,1.0156,0.2,0.04,0,0.4,5.1,3.3,8.6
8734,3,3.8,0.86,1.0273,0.3,0.0,0,1.7,1.5,-0.5,5.8
8735,1,1.6,0.79,1.0406,0.5,0.0,0,5.8,-2.1,-5.1,1.8
8736,2,2.7,0.65,1.0402,0.47,0.0,0,5.4,-0.6,-5.6,2.1
8737,3,3.1,0.47,1.0353,0.5,0.0,0,6.0,-0.2,-3.4,2.5
8738,1,2.8,0.45,1.0322,0.52,0.0,0,6.6,1.8,-1.5,5.0
8739,3,4.1,0.5,1.0264,0.49,0.31,0,6.0,3.1,0.1,6.8
8740,6,2.3,0.95,1.0256,0.17,0.07,0,0.4,2.2,0.5,4.7
8741,6,1.8,0.86,1.0316,0.12,0.0,0,0.0,2.8,-1.1,3.6
8742,8,5.2,0.81,1.0251,0.14,2.94,0,0.1,3.6,2.0,4.4
8743,7,6.2,0.9,1.0017,0.12,2.21,0,0.0,4.8,2.8,5.5
8744,6,4.6,0.82,1.0045,0.31,0.12,0,2.6,2.7,0.2,5.6
8745,4,1.9,0.91,1.0175,0.28,0.0,0,2.1,-0.7,-3.0,1.8
8746,6,3.7,0.72,1.0193,0.11,0.0,0,0.0,-1.6,-4.0,-0.2
8747,5,2.9,0.85,1.0245,0.15,0.0,0,0.3,-0.4,-3.9,1.7
8748,0,7.0,0.78,1.0209,0.47,0.0,0,6.1,-1.0,-2.0,1.0
8749,2,7.9,0.57,1.011,0.48,0.0,0,6.3,2.2,-1.8,5.2
8750,5,5.1,0.59,1.0022,0.2,0.0,0,0.9,0.2,-1.9,2.3
8751,7,4.6,0.68,0.9975,0.11,0.19,0,0.0,3.2,0.5,5.0
8752,4,5.6,0.82,0.9945,0.37,0.47,0,4.0,5.2,2.8,6.9
8753,8,5.7,0.85,0.9882,0.11,0.02,0,0.0,7.6,4.5,8.3
8754,4,6.5,0.73,0.9953,0.3,0.34,0,2.5,8.8,7.7,9.6
8755,4,5.4,0.85,0.9962,0.13,0.02,0,0.1,6.8,5.5,9.2
8756,7,5.7,0.82,1.002,0.16,1.14,0,0.4,7.4,4.1,8.7
8757,6,5.7,0.82,1.0056,0.11,0.18,0,0.0,9.8,7.4,10.5
8758,8,4.7,0.83,1.0122,0.11,0.3,0,0.0,11.9,7.7,13.4
8759,8,5.3,0.82,1.0102,0.11,0.43,0,0.0,10.8,9.8,13.5
8760,7,7.3,0.82,1.0171,0.16,0.75,0,0.4,7.5,6.1,10.5
8761,7,5.3,0.87,1.0336,0.11,0.29,0,0.0,7.8,1.9,9.3
8762,8,5.6,0.92,1.0315,0.11,0.03,0,0.0,9.5,8.6,10.4
8763,5,4.0,0.9,1.0335,0.16,0.0,0,0.0,7.6,6.4,9.7
8764,6,4.2,0.81,1.0244,0.21,0.0,0,0.9,4.8,2.4,8.0
8765,5,5.6,0.81,1.026,0.18,0.0,0,0.6,5.4,1.3,6.7
8766,8,9.2,0.77,1.0163,0.12,0.37,0,0.0,7.6,6.1,8.0
8767,6,6.8,0.81,1.0122,0.33,0.35,0,2.9,8.6,6.8,9.5
8768,5,11.1,0.7,0.9965,0.42,0.49,0,4.6,5.7,0.5,9.5
8769,7,6.5,0.87,1.0081,0.15,0.24,0,0.2,3.5,1.7,5.8
8770,8,4.9,0.86,1.0205,0.24,0.84,0,1.2,3.2,-0.6,4.7
8771,8,4.4,0.9,1.0164,0.12,0.15,0,0.0,5.2,2.9,5.4
8772,7,6.0,0.87,1.0032,0.17,0.89,0,0.3,4.4,2.3,6.7
8773,6,6.8,0.88,1.004,0.29,0.13,0,1.9,3.2,1.7,4.4
8774,7,3.2,0.88,1.0182,0.12,0.06,0,0.0,2.2,-0.1,3.8
8775,7,3.5,0.85,1.0266,0.3,0.28,0,1.9,3.2,0.8,4.8
8776,8,6.7,0.83,1.016,0.13,0.15,0,0.0,6.4,2.0,7.3
8777,5,5.5,0.84,1.0058,0.19,0.85,0,0.4,4.3,2.6,7.0
8778,6,9.4,0.8,1.0018,0.13,0.8,0,0.0,6.7,2.2,10.1
8779,7,8.9,0.76,0.9931,0.13,1.09,0,0.0,5.3,4.0,11.5
8780,6,8.0,0.88,1.0035,0.23,0.32,0,0.8,2.2,1.4,4.3
8781,6,8.2,0.85,1.0106,0.32,0.66,0,1.9,5.4,0.6,7.8
8782,4,9.2,0.62,1.0034,0.58,0.01,0,6.6,5.2,2.5,9.0
8783,3,6.1,0.75,1.0153,0.41,0.12,0,3.2,3.0,1.2,4.8
8784,6,3.2,0.82,1.0115,0.18,0.01,0,0.2,2.0,1.1,4.2
8785,3,1.2,0.84,1.0176,0.48,0.0,0,4.3,0.4,-2.9,4.0
8786,4,2.0,0.77,1.0208,0.33,0.0,0,1.8,-1.8,-5.1,1.6
8787,6,5.0,0.79,1.0034,0.25,0.4,0,0.8,-0.7,-6.5,1.0
8788,8,6.3,0.84,0.9873,0.15,0.67,2,0.0,1.8,-2.9,5.4
8789,7,7.1,0.89,0.9843,0.15,0.46,0,0.0,1.1,-0.2,4.3
8790,2,4.1,0.79,1.0138,0.57,0.0,1,5.2,1.4,-1.1,3.7
8791,7,7.8,0.77,1.0117,0.16,0.39,0,0.0,1.0,-0.9,2.8
8792,3,6.7,0.78,1.0112,0.58,0.0,1,5.2,5.2,0.9,7.7
8793,7,5.4,0.79,1.0192,0.3,0.06,0,1.0,5.7,4.1,6.9
8794,6,5.3,0.83,1.0173,0.17,0.51,0,0.0,5.1,3.7,5.7
8795,6,4.5,0.79,1.0141,0.25,0.72,0,0.5,5.0,4.3,6.4
8796,6,4.9,0.83,1.0013,0.36,0.45,0,1.6,4.6,3.2,7.2
8797,6,3.5,0.86,1.0029,0.28,0.22,0,0.7,3.5,1.2,4.2
8798,7,5.8,0.84,1.0023,0.18,0.18,0,0.0,6.4,3.7,7.2
8799,7,6.5,0.88,1.006,0.18,1.25,0,0.0,5.4,4.2,7.0
8800,7,5.5,0.8,1.015,0.41,0.14,0,1.9,6.8,2.6,8.0
8801,5,5.8,0.8,1.0144,0.39,0.46,0,1.6,5.4,2.2,10.0
8802,8,8.9,0.87,1.0032,0.19,3.07,0,0.0,7.1,2.7,8.2
8803,6,8.2,0.66,0.9949,0.68,0.09,0,5.2,5.0,2.2,9.1
8804,8,6.9,0.87,0.9942,0.23,1.18,0,0.1,3.5,1.1,5.2
8805,2,6.1,0.74,1.0227,0.69,0.0,0,5.0,2.9,1.0,5.5
8806,7,1.8,0.86,1.0385,0.21,0.04,0,0.0,4.3,-2.0,5.6
8807,7,3.0,0.88,1.0371,0.21,0.04,0,0.0,5.4,4.1,7.4
8808,0,2.6,0.64,1.0414,0.95,0.0,0,8.3,1.1,-1.9,6.4
8809,1,2.9,0.72,1.0404,0.98,0.0,0,8.7,0.8,-4.6,5.6
8810,5,1.3,0.75,1.0396,0.56,0.0,0,2.7,0.4,-2.5,4.2
8811,5,1.6,0.81,1.0378,0.76,0.0,0,5.1,-0.4,-2.9,3.0
8812,1,1.3,0.77,1.0344,0.96,0.0,0,7.7,-1.7,-6.7,2.9
8813,1,2.9,0.6,1.0318,1.0,0.0,0,8.1,-1.0,-3.0,3.6
8814,0,2.1,0.62,1.0308,1.0,0.0,0,7.9,-1.4,-6.8,3.8
8815,0,2.8,0.66,1.0234,0.97,0.0,0,7.2,-1.6,-6.8,3.4
8816,1,3.8,0.65,1.0163,0.96,0.2,0,6.9,0.8,-4.1,3.9
8817,7,6.2,0.79,1.015,0.33,0.33,0,0.3,4.7,1.6,6.4
8818,5,3.5,0.82,1.0152,0.37,0.17,0,0.5,4.0,2.4,6.1
8819,6,2.7,0.8,1.0212,0.82,0.01,0,4.7,3.3,0.1,7.5
8820,7,4.0,0.81,1.0289,0.32,0.01,0,0.2,1.4,-0.4,2.7
8821,8,5.1,0.79,1.0244,0.27,0.0,0,0.0,0.9,0.6,1.5
8822,7,2.9,0.85,1.0156,0.27,0.02,0,0.0,2.9,0.5,4.7
8823,8,3.2,0.93,1.0109,0.28,0.04,0,0.0,2.8,1.4,3.1
8824,5,2.2,0.8,1.015,0.38,0.0,0,0.4,1.7,-0.2,5.2
8825,1,1.4,0.69,1.0166,1.22,0.0,0,8.6,2.3,-3.4,8.8
8826,4,1.3,0.75,1.0129,1.13,0.07,0,6.3,3.6,-3.0,6.5
8827,8,6.5,0.87,1.0009,0.47,0.5,0,0.6,2.8,1.4,7.8
8828,5,4.2,0.87,1.0039,0.4,0.05,1,0.2,1.2,0.0,4.2
8829,4,1.6,0.85,1.0254,0.73,0.0,0,2.2,1.1,-1.4,4.8
8830,8,2.0,0.81,1.031,0.34,0.0,0,0.0,3.6,-1.5,5.3
